PAIR_ID	SOURCE_FILE	EN_TEXT	ZH_TEXT	IT_TEXT	CITATION_EN	CITATION_ZH	EN_CHAR_LEN	ZH_CHAR_LEN
pair_0817_1979_119_240409	0817_1979_119_240409.txt	No man is unimportant. No man is insignificant. Everyone is a VIP. All of you were born of noble family, the noblest family, because Parama Puruśa is your father. You are not an insignificant person.	沒有人是不重要的，沒有人是微不足道的。每個人都是重要的人物。你們都是誕生於高貴的家庭，是在最高貴的家庭中出生的，因為至上意識是你們的父親，你們不是微不足道的人。		17 August 1979 DMC, Taipei  | Man and His Ideological Desideratum, Subháśita Saḿgraha Part 12	1979年8月17日於台北大法會 | 人及其理念目標，靈性科學集成卷12，P.119	200	80
pair_0818_1979_038_250821	0818_1979_038_250821.txt	The interpretation of Ananda Marga, is Saḿyogoyogo ityukto jiivátmá Paramátmanah – “The unification of unit consciousness, jiivátmá, with the Supreme Consciousness, that is, Paramátmá, is yoga.” When the unit entity, the unit consciousness, becomes one with the Cosmic Consciousness, that becoming one, that unification, is yoga. And in that unification, the unit consciousness loses its identity. When the river comes in contact with the sea, it no longer remains the river. It becomes one with the sea, it becomes the sea.	阿南達瑪迦的說法是：Saḿyogoyogo ityukto jiivátmá Paramátmanah 「個體意識(jiivátmá)與至上意識(Paramátmá)的合而為一即是瑜伽。」當個體意識與至上意識合而為一時，這種合而為一、這種融合就是瑜伽。在那樣的融合當中，個體意識早已不存在了。猶如河流注入大海，河流即不再是河流，它與大海合而為一，它成為大海。		Shrii Shrii Ánandamúrti | 18 August 1979, Taipei | 05 The Three Species of Human Being | Bábá in Taiwan	Shrii Shrii Ánandamúrti | 1979年8月18日於台北 | 05 三種人 | 巴巴在台灣，P.38	532	179
pair_0818_1979_040_250828	0818_1979_040_250828.txt	Those who are established in viirácára they are to elevate themselves to the standard of deva. That is, they are to be gods in human structure. And what is the meaning of “god” here? Here “god” means, with a small “g”, not capital “G”; “g” – “o” – “d”, whose feminine term is “goddess”. And for big “God” with a capital “G”, there is no feminine term: “God” is a common gender.	那些已經立足於勇敢之路境界的人，必須將自身提升到神(Deva)的水準，那是以人的形體存在的神。此處的神(god)意義為何？這裡用的是小寫的英文字母g，而不是一個大寫的G，這個詞的陰性是goddess（女神）。一個大寫的G所指的上帝(God)一詞是沒有陰性形式的，它是一個通性的詞。		Shrii Shrii Ánandamúrti | 18 August 1979, Taipei | 05 The Three Species of Human Being | Bábá in Taiwan	Shrii Shrii Ánandamúrti | 1979年8月18日於台北 | 05 三種人 | 巴巴在台灣，P.40	379	140
pair_0820_1979_044_250911	0820_1979_044_250911.txt	Those who do not practise sádhaná – unknowingly they are moving away from Him. That is, their radius, the radius between that entity and Parama Puruśa, increases, but they cannot go beyond the Cosmological Order. Not to meditate on Him, not to do His work, means increasing the length of the radius, going away from the nucleus of the Universe – this much, but they will have to remain within the Cosmological Order. Now, those who meditate on Him, those who are on the path of sádhaná, their radius, the radius between that spiritual aspirant and the Cosmic Nucleus, Parama Puruśa, goes on decreasing and decreasing.	那些未能從事靈修的人──他們在無意間逐漸偏離了祂。他們和至上意識之間的半徑距離逐漸擴大，但是他們仍然無法超越這運作的法則。不去想祂、不去做祂的工作意味著你和他之間的半徑距離將會愈來愈長，你將會逐漸遠離宇宙的核心。但是一切事物仍然維持在宇宙法則運作的範圍之內。 那些想著祂、那些行走在靈修道路上的人，他們和宇宙核心的距離，也就是靈性渴望者和至上意識之間的半徑距離將會逐漸縮小。		Shrii Shrii Ánandamúrti | 20 August 1979, Taichung, Taiwan | 06 The Nucleus of the Universe | Bábá in Taiwan	Shrii Shrii Ánandamúrti | 1979年8月20日於台中 | 06 宇宙的核心 | 巴巴在台灣，P.44~45	623	187
pair_0820_1979_046_250125	0820_1979_046_250125.txt	You should always remember that you are the children of Parama Puruśa, and it is your birthright to be one with Him. It is your birthright to sit upon His lap. And nobody can debar you from this birthright. So, why unknowingly, why unconsciously? Knowingly and consciously, all should move towards Him and be one with Him. And this is the path of humanity, and this is the main factor that differentiates an animal from a man.	你們應該永遠記得你們是至上意識的孩子，與祂合而為一是你們與生俱來的權利。坐在祂的膝上是你們與生俱來的權利。沒有人能夠剝奪你們這項天賦的權利。這就是為什麼說，無論自覺或不自覺，無論在有意或無意中，你們都應該朝祂前進並且與祂合一。這是人類的正道，也是人類與動物的最大差別。		Shrii Shrii Ánandamúrti | 20 August 1979, Taichung, Taiwan | 06 The Nucleus of the Universe | Bábá in Taiwan	Shrii Shrii Ánandamúrti | 1979年8月20日於台中 | 06 宇宙的核心 | 巴巴在台灣，P.46	427	134
pair_0821_1979_051_251009	0821_1979_051_251009.txt	In human life also, where a man does not want to do anything, indirectly or unknowingly or unconsciously he is going against the very spirit of the universe. Because the spirit of the universe is to move. In Sanskrit, this universe is called jagat. Jagat means “move” – the entity whose characteristic, whose wont, is to move. Here everything moves.	在人類生命中，當一個人什麼事也不想做的時候，無論是出於自覺或不自覺，他已違反了宇宙真正的精神。因為宇宙的精神是不停向前邁進的。在梵文裡，宇宙被稱為Jagat。Jagat意指此實體的本然特質是不停向前邁進的。		Shrii Shrii Ánandamúrti | 21 August 1979, Kaohsiung | 07 Kiirtana and Dance / The Psychic Order | Bábá in Taiwan	Shrii Shrii Ánandamúrti | 1979年8月21日於高雄 | 07 循環圈 | 巴巴在台灣，P.51	349	103
pair_0824_1979_064_251230	0824_1979_064_251230.txt	What a mystery! It is a great mystery, that whatever you perceive or whatever you conceive – everything is within you, nothing without you. And that is why in Sanskrit it is said... Entire universe will be within you in minature form. You will see the psychic projection of the material world. Thatʼs why I say, the human entity is more a psychic one than physical. Your existence is more important in the psychic world than in the physical world. But, in DMC, I said you must maintain parallelism amongst your – what? Entitative waves, incantative waves, and spiritual waves.	這是多麼奇妙的事情啊！一切你所接收到的或想像的事物，全部都是在你的內心裡，沒有任何事物是外在的。所以說，在梵文中曾經說到整個宇宙都是以縮影的方式存在你的內心裡。你所看到的事物，事實上是物質世界的心智投射。這也是為什麼我說人類的本質是於心智上更勝於物質的層面。你們的存在，主要是在心智層面裡，而非在物質的領域中。在大法會中，我說過你們必須保持個體的波流，梵咒的波流，和靈性的波流三者之間的平衡。	Che mistero! È un grande mistero: qualunque cosa tu percepisca o qualunque cosa tu concepisca, tutto è dentro di te, nulla è fuori di te. Per questo in sanscrito si dice: Traelokye yāni bhūtāni tāni sarvāṇi dehataḥ — qualunque cosa esista nell’universo esiste anche nella tua piccola struttura. L’intero universo sarà dentro di te in forma miniaturizzata. Vedrai la proiezione psichica del mondo materiale. Ecco perché dico che l’essere umano è più una realtà psichica che fisica. La tua esistenza è più importante nel mondo psichico che in quello fisico. Tuttavia, al DMC ho detto che è necessario mantenere il parallelismo tra le tue onde entitative, le onde dell’incantazione e le onde spirituali.	Shrii Shrii Ánandamúrti | 24 August 1979, Taipei | 09 The Two Human Approaches | Bábá in Taiwan	Shrii Shrii Ánandamúrti | 1979年8月24日於台北 | 09 人類的兩種探求 | 巴巴在台灣，P.64~65	576	196
pair_0824_1979_070_251209	0824_1979_070_251209.txt	"But the true devotees say, “Oh Parama Puruśa, there are so many good devotees, and I am an ordinary devotee, worst devotee. But O Lord, those who are your big devotees, they have done one thing. They have stolen Your mind."" Because Parama Puruśa loves His devotees very much, His mind has been stolen by His devotees – what? His devotees have stolen His mind. Because He loves His devotees very much. Now Parama Puruśaʼ – His mind has been stolen by His devotees, so He has got one shortage, one want – what? Mind. His mind has been taken by His devotees. So, ”O Lord, your big, big devotees have stolen your mind, so You have got one want. You have lost your mind. Do one thing, O Lord, take my mind. Let there be no want in You. I offer my mind to You. Accept it.” So, the devotees are very intelligent, they are more intelligent than intellectuals, more intelligent than those who are engaged in actional faculties."	所以，真正的虔誠者會說：「哦！至上意識啊！世界上有這麼多的虔誠者，我只是其中最普通、最差勁的一個。但，上主啊！那些偉大的虔誠者做了一件事情啊！他們偷走了你的心。」由於至上意識非常愛祂的虔誠者，因此祂的心被祂的虔誠者偷走了。現在，至上意識的心被祂的虔誠者偷走，祂缺少了一樣東西，那就是祂的心。因為祂的心已經被祂的虔誠者所偷走。「哦！主啊！你的虔誠者偷走了你的心，因此你缺了一樣東西，你失掉了心。主啊！做一件事吧！把我的心拿去吧！讓你不再有所缺乏。我把心給你，使你不再有所缺乏，請祢收下吧！」 所以說，虔誠者是非常聰明的，他們比知識份子更聰明，也比專注於行動的人更聰明。	I veri devoti dicono: «O Parama Puruśa, ci sono così tanti bravi devoti e io sono solo un devoto qualunque, il peggiore. Ma, Signore, quei tuoi grandi devoti Ti hanno rubato la mente». Poiché Parama Puruśa ama profondamente i Suoi devoti, la Sua mente è stata “rubata” da loro — che cosa? I devoti Gli hanno sottratto la mente. Perché Lui li ama immensamente. E allora, poiché la mente di Parama Puruśa è stata portata via dai Suoi devoti, Egli si ritrova con una mancanza, una carenza: quale? La mente. La Sua mente è stata presa dai devoti. Perciò il devoto dice: «O Signore, i Tuoi grandi devoti Ti hanno preso la mente, così ora Ti manca qualcosa: hai perduto la Tua mente. Allora, Signore, prendi la mia. Che in Te non ci sia più alcuna carenza. Io Ti offro la mia mente: accettala». Così i devoti sono molto intelligenti: più intelligenti degli intellettuali, più intelligenti di coloro che sono impegnati nelle attività dell’azione.	Shrii Shrii Ánandamúrti | 24 August 1979, Taipei | 09 The Two Human Approaches | Bábá in Taiwan	Shrii Shrii Ánandamúrti | 1979年8月24日於台北 | 09 人類的兩種探求 | 巴巴在台灣，P.70~71	921	283
pair_0826_1979_086_260120	0826_1979_086_260120.txt	How is one to move along that path? How is oneʼs existence to be pinnacled? Human existence is trifarious – physical, mental, and spiritual, but the stages or layers are four in number – physical, psychic, psycho-spiritual, and spiritual. In Sanskrit those physical entities with which, we say, human existence is closely coordinated is called káma. You cannot do without these things – food, clothing, education, medical treatment. These things are essential for human life. They come within the grasp of káma, the lowest layer. Those that think that this world is nothing, or those who say that a good man should keep no connection with the world are in Foolʼs Paradise. Yet you should remember that these things should not be the goal of your life. So many times I have said, yours should be subjective approach with objective adjustment. For your development in this crudest, physical layer, you should build up a strong society. You should see that everyone gets enough food, clothing, housing, medical treatment, education, you should see to it. It is your social duty.	一個人要如何走在虔誠之路上呢？一個人的存在要如何達到極致之境呢？人類的存在，有三個層面──身體的、心智的和靈性的。但其階段或層次有四個──身體的、心理的、心理趨向靈性的，以及靈性的。 在梵文中，那些有關身體的，與人類存在息息相關之事物統稱為卡瑪(Káma)。你無法忽略食物、衣服、教育和醫療這類事物對於人類存在之必要性。他們皆隸屬於卡瑪範疇，都是在最基本需求的層次之內。至於那些成天說著這個世界是虛幻不實的，或者說一個好人不應涉入此紅塵俗世之中的人，他們其實都是活在幻想中。但是你應該永遠記住這些事物不是你生命中的目標。我已經說過許多次了，你的生命應該是朝主體前進，但必須做好客體的調適。 為了使你們能在這個粗鈍的物質世界發展，你們應建立起一個堅強的社會。你們應滿足所有人在食、衣、住、醫療和教育方面的需求，這是你們的社會責任。	Come si procede lungo il cammino? Come può l’esistenza unificata e orientata al vertice? L’esistenza umana è triplice – fisica, mentale e spirituale – ma le fasi o gli strati sono quattro: fisico, psichico, psico-spirituale e spirituale. In sanscrito, l’insieme degli elementi fisici con cui, possiamo dire, l’esistenza umana è strettamente coordinata è chiamato kāma. Non si può fare a meno di queste cose: cibo, vestiario, istruzione, cure mediche. Queste cose sono essenziali per la vita umana. Rientrano nell’ambito di kāma, lo strato più basso. Coloro che pensano che questo mondo non sia nulla, o che affermano che una persona buona non dovrebbe avere alcun legame con il mondo, vivono in un “paradiso degli stolti”. Tuttavia, dovete ricordare che queste cose non devono essere lo scopo della vostra vita. Molte volte ho detto che il vostro deve essere un approccio soggettivo con un adattamento oggettivo. Per il vostro sviluppo in questo strato più grossolano, quello fisico, dovete costruire una società forte. Dovete assicurarvi che tutti abbiano cibo sufficiente, vestiario, abitazione, cure mediche, istruzione; dovete occuparvene. Questo è il vostro dovere sociale.	Shrii Shrii Ánandamúrti | 26 August 1979, Taipei | 11 Pinnacled Existence | Bábá in Taiwan	Shrii Shrii Ánandamúrti | 1979年8月26日於台北 | 11 存在的極致 | 台灣在巴巴，P.86~87	1077	364
pair_0829_1958_075_240703	0829_1958_075_240703.txt	Three factors are indispensable for microcosmic progress: physical clash, psychic clash and the attraction of the Great. Whenever there is clash or conflict within any structure, whether subtle or crude, it develops increasing subtlety. This applies to both psychic clash and physical clash. The spirit of sádhaná of a person experiencing the attraction of the Great is total surrender, or kevalá bhakti (one-pointed devotion).	小宇宙個體的進步和三個要素息息相關──身體層面的摩擦衝擊、心智層面的衝擊和至上的吸引力。 不論精細或粗鈍的結構體，一旦遭逢衝擊，其結果都是變得更為精細。這在身體層面及心智層面皆適用。 在至上吸引力中，完全的臣服或絕對的虔誠(kevalá bhakti)是靈性修持的精神所在。		Shrii Shrii Ánandamúrti | 29 August 1958, Bhádra Púrńimá DMC, Ramnagar | 05 Cosmic Attraction and Spiritual Cult | Subháśita Saḿgraha Part 7	Shrii Shrii Ánandamúrti | 1958年8月29日Bhádra滿月日於Ramnagar大法會 | 05 至上吸引力與靈修法門 | 靈性科學集成卷7，P.75, 87	430	137
pair_0829_1958_078_260629	0829_1958_078_260629.txt	It should be remembered that both the materialists and the idealists are sádhakas, the only difference between them being their goal. A subtle analysis will reveal that both categories harm society. In order to advance, human beings will have to maintain a balance between the two, and will have to keep the idea of the Supreme fixed before them as their goal in the midst of physical [and psychic] clashes.	「理想主義者」和「唯物主義者」都是靈性修持者，唯一不同的是他們的目標。仔細分析下可發現兩者對於社會皆有害。人類必須在維持兩者的平衡下前進，他們必須在重重身體層面的摩擦衝擊中緊盯住至上理念以為其目標。	Va ricordato che tanto i materialisti quanto gli idealisti sono sadhaka; l’unica differenza tra loro consiste nella meta che perseguono. Un’analisi sottile rivelerà che entrambe le categorie arrecano danno alla società. Per progredire, gli esseri umani dovranno mantenere un equilibrio tra le due e, nel mezzo dei conflitti fisici [e psichici], dovranno mantenere saldamente davanti a sé l’idea del Supremo come propria meta.	Shrii Shrii Ánandamúrti | 29 August 1958, Bhádra Púrńimá DMC, Ramnagar | 05 Cosmic Attraction and Spiritual Cult | Subháśita Saḿgraha Part 7	Shrii Shrii Ánandamúrti | 1958年8月29日Bhádra滿月日於Ramnagar大法會 | 05 至上吸引力與靈修法門 | 靈性性科學集成 卷7，P.78	408	99
pair_0829_1958_080_250908	0829_1958_080_250908.txt	Devotion plays a positive role in the process of clash. Had there been no factor to maintain the balance among all the objects created within the Macrocosmic Mind, the entire structure of the universe would have fallen apart. For the sake of harmony and balance within the universe, there is a mutual attraction among all the objects; each microcosm attracts the other microcosms. All finite microcosms – the innumerable manifestations of the Supreme Entity – are entitled to that universal love with which It has bound each microcosm to Itself, entitled to the wave of that universal love, in which Its divine ocean of bliss is perennially flowing. Attraction is the innate characteristic of microcosms. When this attraction is for finite objects, it is called káma [“physical longing”], and when it surges towards the Cosmic Entity, it is called prema [“divine love”]. Of course, káma is nothing but a limited form of prema. When microcosms rush towards Parama Puruśa [Supreme Consciousness] attracted by the irresistible force of divine love, it is termed “devotion”. Since clash drives the microcosms towards subtlety, it follows that clash must be the sustainer of devotion.	虔誠在摩擦衝擊的過程中扮演著重要的角色。大宇宙心靈所創造之各種物體間，如果缺乏一種可資維繫平衡的因素，那麼整體宇宙的結構將分崩離析。為了維繫整體宇宙的和諧和平衡，各種物體間必須要有一種彼此的吸引力：即個體小宇宙相互間的吸引。祂對其無盡展現之所有有限的個體小宇宙，都給予其深深的宇宙之愛，以此讓個體小宇宙和祂緊緊相繫，並使其徜徉在神性喜悅的海洋中。吸引力為個體小宇宙內在本自具有之特質，如果此種吸引力導向於有限之物的追求，則稱為「物質慾望」(káma);當它湧向至上本體時，就稱為「宇宙之愛」(Prema)。當然，物質慾望也只不過是宇宙之愛的有限形相。當小宇宙個體以此無可抗拒的宇宙之愛奔向至上意識時，即名之為「虔誠」。既然摩擦衝擊驅使個體小宇宙朝向精細，那麼摩擦衝擊必定是虔誠的支柱。		Shrii Shrii Ánandamúrti | 29 August 1958, Bhádra Púrńimá DMC, Ramnagar | 05 Cosmic Attraction and Spiritual Cult | Subháśita Saḿgraha Part 7	Shrii Shrii Ánandamúrti | 1958年8月29日 Bhádra滿月日於Ramnagar大法會 | 05 至上吸引力與靈修法門 | 靈性性科學集成 卷7，P.80~81	1182	342
pair_0829_1958_082_240124	0829_1958_082_240124.txt	That is not to say that one should avoid physical and psychic clashes. On the contrary, one should encourage them, but without losing sight of the Macrocosmic goal.  When one’s mind becomes more subtle and expanded, it is no longer assailed by petty thoughts. The mind-atoms (atoms of ectoplasm) will be powdered down, and in the fire of sádhaná those powdered-down atoms will become ensconced in non-duality. So physical and psychic clash achieve their highest fulfilment in the attraction of the Great. Without this divine attraction, life loses its charm.	應鼓勵物質或心智層面的摩擦衝擊，但不要忘了至上目標。當一個人的心靈變得精細且擴展時，它不再受瑣碎念頭之干擾，心靈質將被粉碎，在靈性修持的熱力中被融化，將安住在無屬性至上本體之境。在至上的吸引力中，身體層面和心智層面的衝擊獲得了最圓滿的成果。沒有此等神性的吸引力，生命將失去它迷人的魅力。		Shrii Shrii Ánandamúrti | 29 August 1958, Bhádra Púrńimá DMC, Ramnagar | 05 Cosmic Attraction and Spiritual Cult | Subháśita Saḿgraha Part 7	Shrii Shrii Ánandamúrti | 1958年8月29日Bhádra滿月日於Ramnagar大法會 | 05 至上吸引力與靈修法門 | 靈性科學集成 卷7，P.82	560	143
pair_0829_1958_082_240506_Bhádra	0829_1958_082_240506_Bhádra.txt	When one’s mind becomes more subtle and expanded, it is no longer assailed by petty thoughts. The mind-atoms (atoms of ectoplasm) will be powdered down, and in the fire of sádhaná those powdered-down atoms will become ensconced in non-duality. So physical and psychic clash achieve their highest fulfilment in the attraction of the Great. Without this divine attraction, life loses its charm.	當一個人的心靈變得精細且擴展時，它不再受瑣碎念頭之干擾，心靈質將被粉碎，在靈性修持的熱力中被融化，將安住在無屬性至上本體之境。在至上的吸引力中，身體層面和心智層面的衝擊獲得了最圓滿的成果。沒有此等神性的吸引力，生命將失去它迷人的魅力。		Shrii Shrii Ánandamúti | 29 August 1958, Bhádra Púrńimá DMC, Ramnagar | 05 Cosmic Attraction and Spiritual Cult | Subháśita Saḿgraha Part 7	Shrii Shrii Ánandamúti | 1958年8月29日Bhádra滿月日於Ramnagar大法會 | 05 至上吸引力與靈修法門 | 靈性科學集成 卷7，P.82	394	117
pair_0829_1958_082_250523	0829_1958_082_250523.txt	The mind is one’s best friend if it moves towards subtlety, but if it degenerates and becomes crude it is one’s worst enemy.	走向精細的心靈是人類最偉大的朋友，然而若是它墮落至粗鈍之地，則將變成人類最致命的敵人。		Shrii Shrii Ánandamúrti | 29 August 1958, Bhádra Púrńimá DMC, Ramnagar | 05 Cosmic Attraction and Spiritual Cult | Subháśita Saḿgraha Part 7	Shrii Shrii Ánandamúrti | 1958年8月29日 Bhádra滿月日於Ramnagar大法會 | 05 至上吸引力與靈修法門 | 靈性性科學集成 卷7，P.82	124	43
pair_0829_1958_083_240117_Bhádra	0829_1958_083_240117_Bhádra.txt	When the goal of one’s ideation is Paramátman [the totality of all unit consciousnesses], one progresses in an absolute sense. As one’s psychic object is subtle and expansive, one’s psychic body also becomes subtle and expansive and finally becomes one with the Macrocosm. It was assumed that during the period of psychic clash in the phase of pratisaiṋcara, microcosms progress due to the resultant Vidyá force (a negative twenty in our example). But as a result of Cosmic ideation, can the speed of the microcosms’ progress exceed that pratisaiṋcara speed? Yes, it can. This is known as the attraction of the Great.	當一個人理念作用的目標是至上意識時，他即能獲得完全的進步。由於其心智目標是精細且擴展的，他的心智體也會隨之變成精細和擴展，最後與大宇宙合而為一。在宇宙向心運動的過程中經歷心智摩擦的衝擊，則個體小宇宙必可因這二十分的向心力量之助而前進。但個體小宇宙前進的速度會因大宇宙理念之作用而超越宇宙向心運動嗎？的確沒錯，這就是所謂的「至上吸引力」。		29 August 1958, Bhádra Púrńimá DMC, Ramnagar | Cosmic Attraction and Spiritual Cult | Subháśita Saḿgraha Part 7	1958年8月29日於Ramnagar大法會 | 至上吸引力與靈修法門 | 靈性科學集成卷7，P.83	621	168
pair_0831_1978_000_250831	0831_1978_000_250831.txt	In the final stage the devotee feels that, “I love Him, not to get any pleasure for myself. I love Him, because I want my love to give Him pleasure.” That is purely unilateral, not reciprocal. Where there is the idea of reciprocity, it is not devotion, it is an ordinary commercial transaction – give some money, get some article. Here the devotee wants to give everything to the Supreme Entity and wants nothing in return. I love you, not for myself. I love you because I want my love to give you pleasure. So, in that last, final stage, the devoteeʼs only wish is to give Him pleasure.	在最後的階段，虔誠者感覺到「我愛衪，不是為了使自己得到任何快樂。我愛衪，因為我希望我的愛為衪帶來快樂。」這純粹是單方面的，而非互惠的。如果有要求回報的念頭，則不是虔誠，而只是一般的商業交易──使用金錢，以得到某件東西。在此，虔誠者要將一切給予至上本體而不求任何回報。我愛你，不是為了我自己，我愛你，是因為我希望我的愛為你帶來快樂。所以，在最終的階段裡，虔誠者唯一的願望是為衪帶來快樂。		Shrii Shrii Ánandamúrti | 31 August 1978, Patna | 29 Who Is Gopa? | Ánanda Vacanámrtam Part 1	Shrii Shrii Ánandamúrti | 1978年8月31日於Patna | 29 誰是取悅上主的人 | 喜悅甘露集 卷1，P.62	587	192
pair_0831_1986_278_250904	0831_1986_278_250904.txt	The kaeshik propensity is more manifest in women than in men. There is a greater degree of sentimentality in women. Consequently, women can perform extraordinary feats that men cannot. Had these potentialities been harnessed for constructive activities, there would have been many benefits for the world, but as this aspect of womenʼs psychology is not known, society could not utilize their potential fully.	這種豐富情感極致表達(kaeshik)的習性在女性身上較為明顯。女性的情感非常豐富，所以她們可以做出男性所無法完成的非凡成就。如果能夠善用此習性於建設性的活動上，將對世界產生多重助益。但因為女性這方面的心理潛能尚未為人所知曉，故社會亦未能十足善用她們這方面的潛能。		Shrii Shrii Ánandamúrti | 31 August 1986, Calcutta | 34 Sentimentality: A Special Quality in Women – Excerpt A | The Awakening of Women	Shrii Shrii Ánandamúrti | 1986年8月31日於加爾各答 | 3-3 情感豐富──女性的一項特質 | 女性的覺醒，P.278~279	408	132
pair_0901_1978_197_240619	0901_1978_197_240619.txt	What is then the most precious thing in human life? It is devotion. If one has gotten devotion, one has gotten everything, and nothing remains unrealized. Devotees have to serve the Lord. Now, what is the true service? To serve His creation is the real service. In common practice, we see that the parents are pleased when their sons or daughters are served. Similarly, the simplest and easiest way to please Me is to serve humanity. Forget whatever you were in the past, or whatever you did in the past, and from this auspicious moment on dedicate yourself to the service of humanity.	人類生命中最寶貴的東西？就是虔誠。倘若一個人得到虔誠，他將得到一切，沒有不能被實現的東西。虔誠者必須服務上主。 何謂真正的服務？真正的服務就是服務祂所創造的萬有。因為當自己的子女被服務時父母都會很快樂。同樣的，取悅於「我」最單純最容易的方式就是為人類服務。忘掉你過去的一切或你過去之所作所為，從現在這神聖的一刻開始，將自己獻身為人類服務！		Shrii Shrii Ánandamúrti | 1 September 1978, Patna | Devotion | Ánanda Vacanámrtam Part 1	Shrii Shrii Ánandamúrti | 1978年9月1日於Patna | 虔誠 | 虔誠瑜伽的真諦，P.197	585	169
pair_0906_1955_070_251220	0906_1955_070_251220.txt	Brahma is beyond the scope of words and mind and yet even that verbally and mentally incomprehensible Brahma is attainable by effort. You have got to touch Him with your innermost heart of hearts, got to hold him with your intuition, got to attain him by merging your soul in the Supreme Soul. His body is not a quinquelemental, finite entity that you can see with your eyes. He is indeed subtler than the subtle, vaster than the vast. To see Him you have got to use the lens of knowledge, moving aside the blinding obstructions or bondage of Avidyá or the forces of microcosmic distraction.	至上意識超越語言、心智，但如此超越的至上意識卻可經由努力而達到。你必須用最深最深的心來感動祂，你必須用直覺的力量來緊緊把握住祂，必須融入祂以達到祂。祂的「體」不是你可以用肉眼看到由五大原素構成的有限實體。祂比精細還精細、比廣大還廣大。要能得見祂，唯有透過真知，擺脫無明的束縛力量才行。		Shrii Shrii Ánandamúrti | Post-Bhádra Púrńimá 1955 DMC | 03 The Intuitional Science of the Vedas – 3 | Subháśita Saḿgraha Part 2	Shrii Shrii Ánandamúrti | 1955年9月6日Bhádra滿月日後的大法會 | 03 吠陀直覺科學（三） | 靈性科學集成 卷2，P.70~71	592	142
pair_0906_1957_055_260608	0906_1957_055_260608.txt	To attain Him, the flow of the microcosmic mind should be directed towards Him alone. Those for whom Puruśa is the only object of constant ideation, the be-all and end-all of life, unfold their cognitive faculty by degrees, thus acquiring the strength to overpower the static bondages and become established in the spiritual stance.	只有將小宇宙的心靈波流導向祂才能夠得到祂。對「宇宙意識」是他們唯一持念目標、是生命中最要緊之事、且逐步開展其認知能力者而言，他們將獲得克服惰性束縛的力量，而立足於靈性之境。	Per raggiungerLo, il flusso della mente microcosmica dovrebbe essere diretto esclusivamente verso di Lui. Coloro per i quali Puruṣa è l’unico oggetto di costante ideazione, l’unico scopo e significato della vita, sviluppano gradualmente la propria facoltà cognitiva; acquisiscono così la forza necessaria per superare i vincoli statici e stabilirsi saldamente nella dimensione spirituale.	Shrii Shrii Ánandamúrti | Bhádra Púrńimá 1957 DMC, Katihar, Bihar | 03 The Highest Category of Devotion | Subháśita Saḿgraha Part 6	Shrii Shrii Ánandamúrti | 1957年9月6日Bhádra滿月日於Katihar, Bihar大法會 | 03 最高的虔誠 | 靈性科學集成 卷6，P.55	333	86
pair_0906_1957_058_240316_Bhádra	0906_1957_058_240316_Bhádra.txt	To turn this academic love into universal love one must colour the molecules and atoms of this dusty earth with oneʼs love. This is not possible for an ordinary follower of the cult of knowledge. Such people can be very pedantic, but unless certain effective ways are adopted to become one with the Supreme Entity, this knowledge will become barren. Sádhakas know that to become one with Him they will have to remain absorbed in constant ideation on Him, and then only will He appear in their hearts in His most attractive form.	要想把理論上的愛轉化成為真正宇宙之愛，一個人必須用他真正的愛將此灰濛濛的塵世中之每一分子、每一原子都著上漂亮的色彩。此乃一般追求知識法門者所無法做到的，因為他們皆好賣弄學問，但除非你能採取一種與至上本體合一的有效方法，否則這知識是不會帶來任何結果的。靈性修持者深知，若想與祂合一，他們必須不斷持念祂，唯有如此，祂才會以最迷人的形象來到他們的心靈深處。		Bhádra Púrńimá 1957 DMC, Katihar, Bihar | The Highest Category of Devotion, Subháśita Saḿgraha Part 6	1957年9月6日Bhádra滿月日於Katihar大法會 | 最高的虔誠，靈性科學集成卷6，P.58	529	175
pair_0906_1957_065_260115	0906_1957_065_260115.txt	He is spotless, actionless, without distortion, calm and tranquil, unaffected by external stimuli, unblemished. He is the bridge connecting the microcosm to immortality. Through constant ideation on Him, the seeds of oneʼs accumulated saḿskáras become burnt.	祂純淨無瑕、寂然不動、永恆不變、不受外在刺激的影響、完美無缺。祂是連接小宇宙個體走向永恆的橋樑。透過不斷持念祂，將燒盡累世曠劫的業力種子。	Shrii Shrii Ánandamúrti Bhādra Pūrṇimā, 1957 – DMC, Katihar, Bihar La più alta categoria della devozione Subhāṣita Saṃgraha, Parte 6	Shrii Shrii Ánandamúrti | Bhádra Púrńimá 1957 DMC, Katihar, Bihar | 03 The Highest Category of Devotion | Subháśita Saḿgraha Part 6	Shrii Shrii Ánandamúrti | 1957年9月6日Bhádra滿月日於Katihar, Bihar大法會 | 03 最高的虔誠 | 靈性科學集成 卷6，P.65	260	69
